,BR_INST_RETIRED,BR_MISS_PRED_RETIRED,CPU_CLK_UNHALTED,INST_RETIRED,LLC_MISSES:0x41,LLC_REFS:0x4f,arith:fpu_div_active,l1d:0x1,l2_rqsts:0x1,l2_rqsts:0x3,l2_rqsts:0x8,l2_rqsts:0x20,mem_trans_retired:0x2,mem_uops_retired:all_stores,misalign_mem_ref:0x1,misalign_mem_ref:0x2,resource_stalls:any,uops_dispatched:core,Time
0,1940421558.0350325,3607772.2392461244,11772988574.383379,26460039635.8592,16453983.264301509,179808400.24966756,86721434.34589788,596196060.7015504,382579707.6569849,511278622.7272717,10163575.428603116,1605672.711308202,1789309624.177386,1676976042.6294937,738.5937915742801,1025.5430155210631,2933870899.258984,35500163661.111015,10
1,1145826376.8292673,2722058.53658537,11819997785.365864,27750339196.09756,11179136.58536585,116861271.7073172,123748714.3902437,540786365.3658524,397376374.14634186,486996289.99999917,13798533.170731727,1659971.9512195098,1392499396.0975628,1173536191.9512184,198.53658536585408,65.8536585365853,3371345093.902444,34790181569.75603,20
2,1145826376.8292673,2722058.53658537,11819997785.365864,27750339196.09756,11179136.58536585,116861271.7073172,123748714.3902437,540786365.3658524,397376374.14634186,486996289.99999917,13798533.170731727,1659971.9512195098,1392499396.0975628,1173536191.9512184,198.53658536585408,65.8536585365853,3371345093.902444,34790181569.75603,30
3,1145675913.2219505,2715840.0024390244,11818453357.197548,27736837590.54395,11294165.36097561,116428927.68292682,121838275.67560998,541400004.8365842,399101146.51707387,487494096.80487865,13571870.312195096,1594696.0634146307,1388909350.2195117,1269083147.9146345,122.60487804878042,103.4,3374615055.7512193,34843739119.165886,40
4,1145476461.4634147,2707596.82926829,11816406091.951197,27718940113.41467,11446645.36585366,115855820.48780474,119305833.65853685,542213433.9024379,401387472.6829274,488153980.24390304,13271410.243902413,1508167.560975609,1384150452.1951203,1395738415.121952,21.951219512195085,153.17073170731706,3378949656.3414583,34914734010.243965,50
5,1145476461.4634147,2707596.82926829,11816406091.951197,27718940113.41467,11446645.36585366,115855820.48780474,119305833.65853685,542213433.9024379,401387472.6829274,488153980.24390304,13271410.243902413,1508167.560975609,1384150452.1951203,1395738415.121952,21.951219512195085,153.17073170731706,3378949656.3414583,34914734010.243965,60
6,1063488922.52439,2437499.768292681,11816012508.780478,27691571097.13419,9866128.439024394,100068838.3536585,159118569.54878062,545310656.7317067,387310323.7195124,461811563.8536587,11808278.451219492,1551598.5243902453,1866940548.9634137,1879674525.682926,21.62195121951219,154.45121951219522,3294466624.073168,35072294817.09759,70
7,598892868.5365849,906949.7560975609,11813782204.146368,27536480004.878117,909865.8536585371,10609272.926829265,384724072.9268296,562861586.097562,307539812.926829,312537870.9756097,3517198.2926829257,1797707.3170731724,4602751097.317072,4621979152.195124,19.756097560975626,161.70731707317117,2815729441.2195168,35965139389.26822,80
8,598892868.5365849,906949.7560975609,11813782204.146368,27536480004.878117,909865.8536585371,10609272.926829265,384724072.9268296,562861586.097562,307539812.926829,312537870.9756097,3517198.2926829257,1797707.3170731724,4602751097.317072,4621979152.195124,19.756097560975626,161.70731707317117,2815729441.2195168,35965139389.26822,90
9,598892868.5365849,906949.7560975609,11813782204.146368,27536480004.878117,909865.8536585371,10609272.926829265,384724072.9268296,562861586.097562,307539812.926829,312537870.9756097,3517198.2926829257,1797707.3170731724,4602751097.317072,4621979152.195124,19.756097560975626,161.70731707317117,2815729441.2195168,35965139389.26822,100
10,598892868.5365849,906949.7560975609,11813782204.146368,27536480004.878117,909865.8536585371,10609272.926829265,384724072.9268296,562861586.097562,307539812.926829,312537870.9756097,3517198.2926829257,1797707.3170731724,4602751097.317072,4621979152.195124,19.756097560975626,161.70731707317117,2815729441.2195168,35965139389.26822,110
11,598892868.5365849,906949.7560975609,11813782204.146368,27536480004.878117,909865.8536585371,10609272.926829265,384724072.9268296,562861586.097562,307539812.926829,312537870.9756097,3517198.2926829257,1797707.3170731724,4602751097.317072,4621979152.195124,19.756097560975626,161.70731707317117,2815729441.2195168,35965139389.26822,120
12,598892868.5365849,906949.7560975609,11813782204.146368,27536480004.878117,909865.8536585371,10609272.926829265,384724072.9268296,562861586.097562,307539812.926829,312537870.9756097,3517198.2926829257,1797707.3170731724,4602751097.317072,4621979152.195124,19.756097560975626,161.70731707317117,2815729441.2195168,35965139389.26822,130
13,598892868.5365849,906949.7560975609,11813782204.146368,27536480004.878117,909865.8536585371,10609272.926829265,384724072.9268296,562861586.097562,307539812.926829,312537870.9756097,3517198.2926829257,1797707.3170731724,4602751097.317072,4621979152.195124,19.756097560975626,161.70731707317117,2815729441.2195168,35965139389.26822,140
14,582704228.8439028,782694.3878048791,11812943901.95119,26937459328.553688,5222585.431707317,45630120.595121905,307577961.3902437,643542745.7268307,364355247.9804875,400725114.9317069,7094426.100000014,2122870.346341466,4471535692.017068,4493776003.631715,23.219512195121936,48.453658536585465,3126947661.9780483,35190474867.15604,150
15,576091967.560976,731942.1951219518,11812601496.82924,26692788911.463448,6984118.780487797,59934410.487804756,276067577.80487823,676497022.1951234,387561552.43902403,436745256.82926786,8555547.31707319,2255683.414634148,4417940667.317067,4441411337.317082,24.634146341463396,2.1951219512195137,3254064963.4146333,34874062597.560905,160
16,576091967.560976,731942.1951219518,11812601496.82924,26692788911.463448,6984118.780487797,59934410.487804756,276067577.80487823,676497022.1951234,387561552.43902403,436745256.82926786,8555547.31707319,2255683.414634148,4417940667.317067,4441411337.317082,24.634146341463396,2.1951219512195137,3254064963.4146333,34874062597.560905,170
17,576091967.560976,731942.1951219518,11812601496.82924,26692788911.463448,6984118.780487797,59934410.487804756,276067577.80487823,676497022.1951234,387561552.43902403,436745256.82926786,8555547.31707319,2255683.414634148,4417940667.317067,4441411337.317082,24.634146341463396,2.1951219512195137,3254064963.4146333,34874062597.560905,180
18,576091967.560976,731942.1951219518,11812601496.82924,26692788911.463448,6984118.780487797,59934410.487804756,276067577.80487823,676497022.1951234,387561552.43902403,436745256.82926786,8555547.31707319,2255683.414634148,4417940667.317067,4441411337.317082,24.634146341463396,2.1951219512195137,3254064963.4146333,34874062597.560905,190
19,576091967.560976,731942.1951219518,11812601496.82924,26692788911.463448,6984118.780487797,59934410.487804756,276067577.80487823,676497022.1951234,387561552.43902403,436745256.82926786,8555547.31707319,2255683.414634148,4417940667.317067,4441411337.317082,24.634146341463396,2.1951219512195137,3254064963.4146333,34874062597.560905,200
20,576091967.560976,731942.1951219518,11812601496.82924,26692788911.463448,6984118.780487797,59934410.487804756,276067577.80487823,676497022.1951234,387561552.43902403,436745256.82926786,8555547.31707319,2255683.414634148,4417940667.317067,4441411337.317082,24.634146341463396,2.1951219512195137,3254064963.4146333,34874062597.560905,210
21,576091967.560976,731942.1951219518,11812601496.82924,26692788911.463448,6984118.780487797,59934410.487804756,276067577.80487823,676497022.1951234,387561552.43902403,436745256.82926786,8555547.31707319,2255683.414634148,4417940667.317067,4441411337.317082,24.634146341463396,2.1951219512195137,3254064963.4146333,34874062597.560905,220
22,576302794.6341462,718281.707317072,11815552948.04878,26636023875.60971,8103237.073170744,63360019.02439014,370387529.02439064,689536731.219511,379141887.5609756,430868236.58536637,9304408.04878047,2115270.4878048752,4470157696.585368,4497414477.560986,42.19512195121951,19.756097560975626,3193416509.51219,35021654068.29264,230
23,576302794.6341462,718281.707317072,11815552948.04878,26636023875.60971,8103237.073170744,63360019.02439014,370387529.02439064,689536731.219511,379141887.5609756,430868236.58536637,9304408.04878047,2115270.4878048752,4470157696.585368,4497414477.560986,42.19512195121951,19.756097560975626,3193416509.51219,35021654068.29264,240
24,576302794.6341462,718281.707317072,11815552948.04878,26636023875.60971,8103237.073170744,63360019.02439014,370387529.02439064,689536731.219511,379141887.5609756,430868236.58536637,9304408.04878047,2115270.4878048752,4470157696.585368,4497414477.560986,42.19512195121951,19.756097560975626,3193416509.51219,35021654068.29264,250
25,576302794.6341462,718281.707317072,11815552948.04878,26636023875.60971,8103237.073170744,63360019.02439014,370387529.02439064,689536731.219511,379141887.5609756,430868236.58536637,9304408.04878047,2115270.4878048752,4470157696.585368,4497414477.560986,42.19512195121951,19.756097560975626,3193416509.51219,35021654068.29264,260
26,576302794.6341462,718281.707317072,11815552948.04878,26636023875.60971,8103237.073170744,63360019.02439014,370387529.02439064,689536731.219511,379141887.5609756,430868236.58536637,9304408.04878047,2115270.4878048752,4470157696.585368,4497414477.560986,42.19512195121951,19.756097560975626,3193416509.51219,35021654068.29264,270
27,576302794.6341462,718281.707317072,11815552948.04878,26636023875.60971,8103237.073170744,63360019.02439014,370387529.02439064,689536731.219511,379141887.5609756,430868236.58536637,9304408.04878047,2115270.4878048752,4470157696.585368,4497414477.560986,42.19512195121951,19.756097560975626,3193416509.51219,35021654068.29264,280
28,576302794.6341462,718281.707317072,11815552948.04878,26636023875.60971,8103237.073170744,63360019.02439014,370387529.02439064,689536731.219511,379141887.5609756,430868236.58536637,9304408.04878047,2115270.4878048752,4470157696.585368,4497414477.560986,42.19512195121951,19.756097560975626,3193416509.51219,35021654068.29264,290
29,670760920.5975599,702582.5243902439,11814095425.948801,26066697525.90975,7729285.163414632,50246841.9658537,308091851.33170635,709748239.6243913,366464500.3146338,406962557.492684,7478096.04390244,2032312.9878048752,4360182782.770734,4338170633.609758,31.065853658536536,15.607317073170696,2957098343.2048774,34539211217.66824,300
30,926147705.6097541,660136.585365853,11810154718.048794,24527407765.609745,6718229.999999989,14792696.585365891,139662796.8292683,764394169.7560986,332188601.46341383,342328684.3902445,2540289.512195117,1808020.4878048755,4062843200.9756093,3907622462.926827,0.9756097560975616,4.390243902439027,2318164041.70732,33234828695.609688,310
31,918861240.560975,823259.2585365849,11812201285.775604,24509534250.026825,12383781.673170745,56558164.663414575,44157173.324390404,966733185.8829271,444956771.5243909,480650328.1658531,6665429.341463412,1983136.446341469,4038410839.2536483,4004530155.987797,29.895121951219554,32.44390243902435,2481470270.485368,33485846551.812244,320
32,915430217.1414626,863847.2097560974,11806714891.873156,24462599031.287827,14461787.678048793,75213967.59024385,19818128.02926829,1036251054.3609766,486225698.49756134,535637735.1609753,8674385.092682922,2081431.8731707348,4026440713.697551,4017869804.0780454,54.61463414634147,47.06341463414629,2567847628.8780518,33545558496.22445,330
33,912094565.1219496,672890.0000000013,11760351241.707298,24171944060.731754,12730442.195121946,86922866.82926849,127400283.17073147,939981656.5853682,451089414.14634126,524563185.8536589,11050674.634146323,2277739.268292678,4011842172.195113,3825425776.585375,149.26829268292718,70.24390243902444,2712129600.0,33231571007.56103,340
34,923391039.2487792,690170.665853658,11789594414.321932,24346463040.785313,9884372.76585364,51754660.870731615,129323013.52195093,851219620.2317082,387977926.5585372,430037137.3365855,7573725.004878054,1852769.8268292642,4051637546.8292613,3970468755.9634037,91.05365853658505,42.256097560975746,2745308412.3878074,33180143822.231613,350
35,934244514.3902428,706773.6585365845,11817690795.853632,24514138139.268246,7149913.902439013,17965600.243902415,131170342.68292665,765938448.0487815,327341399.2682932,339217992.68292737,4233126.341463404,1444465.8536585348,4089872318.536579,4109823775.365842,35.12195121951222,15.365853658536606,2777186094.878052,33130733389.268208,360
36,915274093.2195122,687051.0236131051,11823252288.395641,24241794342.612957,12686584.75149449,96559918.68866552,6827021.362087512,935762056.0543991,442601340.95606095,517139718.7272824,19489413.498445693,1750738.4765064577,4016607601.9317403,4032616141.0722127,127.4913916786228,80.40064562410335,2868348166.5698886,32872299007.833447,370
37,918821549.4292667,771342.2710903859,11821274755.590384,24289482020.881268,13151644.494619789,94108619.67202318,41913944.428192295,946424581.6431844,450758682.0313488,526066276.94763154,16273557.859253928,1775483.128479196,4032936570.8311415,3719439048.0717416,101.035868005739,55.323529411764675,2821223351.0996423,33093736595.71151,380
38,927645942.4390229,936981.4634146317,11816867813.414629,24409876818.292645,13488741.463414624,81320455.60975613,122727660.73170748,949772025.8536578,454817737.0731711,525216540.2439013,8472322.682926822,1792225.8536585371,4072119230.731714,3119395130.487808,40.24390243902446,0.0,2720431996.0975637,33549989543.65847,390
39,775753724.8170744,1200637.9268292673,11821841941.463396,26229287128.719555,7528000.304878066,28945698.29268282,111513644.26829289,767711296.0365862,411216018.59756106,434634887.25609654,2989941.5853658402,1838307.13414634,3813330011.585373,3206262642.4390283,10.060975609756097,0.0,2748428980.975605,34086258476.76823,400
40,725122985.6097571,1288523.414634145,11823499984.146324,26835757232.195164,5541086.585365859,11487445.853658563,107775638.78048795,707024386.097562,396682112.4390244,404441002.92682844,1162481.2195121981,1853667.560975608,3727066938.536593,3235218479.756102,0.0,0.0,2757761309.268288,34265014787.804817,410
41,725122985.6097571,1288523.414634145,11823499984.146324,26835757232.195164,5541086.585365859,11487445.853658563,107775638.78048795,707024386.097562,396682112.4390244,404441002.92682844,1162481.2195121981,1853667.560975608,3727066938.536593,3235218479.756102,0.0,0.0,2757761309.268288,34265014787.804817,420
42,725122985.6097571,1288523.414634145,11823499984.146324,26835757232.195164,5541086.585365859,11487445.853658563,107775638.78048795,707024386.097562,396682112.4390244,404441002.92682844,1162481.2195121981,1853667.560975608,3727066938.536593,3235218479.756102,0.0,0.0,2757761309.268288,34265014787.804817,430
43,725122985.6097571,1288523.414634145,11823499984.146324,26835757232.195164,5541086.585365859,11487445.853658563,107775638.78048795,707024386.097562,396682112.4390244,404441002.92682844,1162481.2195121981,1853667.560975608,3727066938.536593,3235218479.756102,0.0,0.0,2757761309.268288,34265014787.804817,440
44,717544197.436587,1294680.9073170712,11823914689.797558,26652479428.66099,8325791.446341459,43278883.334146366,33605994.6951218,797554347.7170727,462689058.03902364,498547442.38780606,4804192.670731717,2040764.0902439004,3680874871.539022,3558026147.419518,50.15121951219511,116.45853658536585,2805363413.9853654,34466853584.60729,450
45,714139234.634148,1297447.317073169,11824101006.829264,26570137227.073193,9576890.731707321,57561992.9268293,283400.9756097565,838227229.0243895,492344352.4390236,540827147.0731721,6440323.902439039,2124821.9512195103,3660121913.9024363,3703055679.2682996,72.68292682926835,168.78048780487805,2826749866.8292665,34557534783.17071,460
46,714139234.634148,1297447.317073169,11824101006.829264,26570137227.073193,9576890.731707321,57561992.9268293,283400.9756097565,838227229.0243895,492344352.4390236,540827147.0731721,6440323.902439039,2124821.9512195103,3660121913.9024363,3703055679.2682996,72.68292682926835,168.78048780487805,2826749866.8292665,34557534783.17071,470
47,714139234.634148,1297447.317073169,11824101006.829264,26570137227.073193,9576890.731707321,57561992.9268293,283400.9756097565,838227229.0243895,492344352.4390236,540827147.0731721,6440323.902439039,2124821.9512195103,3660121913.9024363,3703055679.2682996,72.68292682926835,168.78048780487805,2826749866.8292665,34557534783.17071,480
48,714139234.634148,1297447.317073169,11824101006.829264,26570137227.073193,9576890.731707321,57561992.9268293,283400.9756097565,838227229.0243895,492344352.4390236,540827147.0731721,6440323.902439039,2124821.9512195103,3660121913.9024363,3703055679.2682996,72.68292682926835,168.78048780487805,2826749866.8292665,34557534783.17071,490
49,711521204.5268283,1076699.4000000018,11822771828.043894,26474556258.892727,9344263.078048803,66328558.65365868,48043652.37560974,833535462.9951229,482862225.7317066,535907082.2146355,10498397.824390234,2087852.1024390277,3682424485.7756023,3449581532.126823,76.50243902439021,81.19512195121935,2855488762.053662,34340057079.361015,500
50,709291030.7317063,888654.8780487819,11821639564.634136,26393135434.14638,9146098.78048783,73796373.9024391,88728310.97560973,829538773.4146354,474784858.53658456,531715915.8536598,13955275.609756079,2056359.268292686,3701422972.926821,3233659110.4877987,79.75609756097556,6.585365853658525,2879970043.170735,34154798294.634174,510
51,709291030.7317063,888654.8780487819,11821639564.634136,26393135434.14638,9146098.78048783,73796373.9024391,88728310.97560973,829538773.4146354,474784858.53658456,531715915.8536598,13955275.609756079,2056359.268292686,3701422972.926821,3233659110.4877987,79.75609756097556,6.585365853658525,2879970043.170735,34154798294.634174,520
52,709291030.7317063,888654.8780487819,11821639564.634136,26393135434.14638,9146098.78048783,73796373.9024391,88728310.97560973,829538773.4146354,474784858.53658456,531715915.8536598,13955275.609756079,2056359.268292686,3701422972.926821,3233659110.4877987,79.75609756097556,6.585365853658525,2879970043.170735,34154798294.634174,530
53,709291030.7317063,888654.8780487819,11821639564.634136,26393135434.14638,9146098.78048783,73796373.9024391,88728310.97560973,829538773.4146354,474784858.53658456,531715915.8536598,13955275.609756079,2056359.268292686,3701422972.926821,3233659110.4877987,79.75609756097556,6.585365853658525,2879970043.170735,34154798294.634174,540
54,836024543.166118,989806.6506351015,11822038643.580282,26180452368.961533,5184090.583368116,41509890.90657158,119666266.04308553,858365649.8973771,458859087.6120212,482285382.2670691,7987802.987655803,1720649.9094340708,3862810333.1375604,3622191621.933638,110.90444868507355,46.994555429661844,2615928058.2025523,34667593571.83273,550
55,957788113.9364328,1086991.687041567,11822422072.371656,25976109816.13693,1377455.2567237145,10489544.498777507,149390967.9706603,886062060.6356976,443557856.7237156,434793300.9779945,2254348.899755504,1398105.6234718831,4017868777.2616034,3995487564.3031716,140.83129584352062,85.81907090464541,2362240660.8801894,35160279230.31778,560
56,932174899.5918045,958410.909380404,11821503587.650932,25452863937.385376,4894009.220144313,36631704.238022506,92730258.41498008,926481360.516083,485401700.2369981,504945109.31855303,5483249.912970365,1629084.0767964688,3908849358.0387774,3902769256.4484525,111.78369610590958,65.72001908283134,2605882127.955475,34377492426.48487,570
57,890384918.292681,748621.2195121947,11820005007.317093,24599146977.317055,10631544.634146357,79284701.70731698,283837.56097560975,992428639.2682917,553673234.3902454,619403322.9268302,10751456.829268297,2005943.658536581,3730975568.780483,3751492017.3170676,64.3902439024389,32.92682926829265,3003402416.3414617,33100313957.073204,580
58,889471458.9756083,782306.3658536583,11821500503.634155,24553266595.999992,10830518.804878054,81602717.53658523,11283083.097560978,990721572.8292675,550648098.0487816,618111000.1219524,11367243.80487805,1999664.5121951185,3733971917.2926793,3759607213.6585345,71.12195121951208,38.195121951219505,3025624099.707317,33056488996.63417,590
59,881250325.1219512,1085472.6829268278,11834959970.487791,24140343164.14639,12621286.341463406,102464859.99999987,110276292.92682901,975357974.8780488,523421870.9756089,606480094.8780487,16909326.585365836,1943152.1951219528,3760939053.9024363,3832643980.7317133,131.7073170731706,85.60975609756115,3225619250.0,32662064352.682884,600
60,881250325.1219512,1085472.6829268278,11834959970.487791,24140343164.14639,12621286.341463406,102464859.99999987,110276292.92682901,975357974.8780488,523421870.9756089,606480094.8780487,16909326.585365836,1943152.1951219528,3760939053.9024363,3832643980.7317133,131.7073170731706,85.60975609756115,3225619250.0,32662064352.682884,610
